,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
226,unitlike,0,remarkable,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,Luis took in a remarkable twenty paragraphs., good,0.9726156852587883
227,unitlike,0,remarkable,twenty,awards,adj-ambig,num-num,noun-unit_like,Luis took in a remarkable twenty awards., good,0.9990838050631128
228,unitlike,0,remarkable,twenty,meals,adj-ambig,num-num,noun-unit_like,Luis took in a remarkable twenty meals., good,0.9846795585574118
229,unitlike,0,mediocre,three,pages,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre three pages., good,0.7416181803469748
230,unitlike,0,mediocre,three,acts,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre three acts., good,0.9129069868257315
231,unitlike,0,mediocre,three,paragraphs,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre three paragraphs., good,0.6536969330843838
232,unitlike,0,mediocre,three,awards,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre three awards., good,0.9444076324551657
233,unitlike,0,mediocre,three,meals,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre three meals., bad,0.21998256735236732
234,unitlike,0,mediocre,five,pages,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre five pages., good,0.7705250911415598
235,unitlike,0,mediocre,five,acts,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre five acts., good,0.9390665584664645
236,unitlike,0,mediocre,five,paragraphs,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre five paragraphs., good,0.5462351599942225
237,unitlike,0,mediocre,five,awards,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre five awards., good,0.9557066781777825
238,unitlike,0,mediocre,five,meals,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre five meals., bad,0.4413612175856374
239,unitlike,0,mediocre,twenty,pages,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre twenty pages., good,0.8077145036226371
240,unitlike,0,mediocre,twenty,acts,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre twenty acts., good,0.761169776058027
241,unitlike,0,mediocre,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre twenty paragraphs., bad,0.4875220329419696
242,unitlike,0,mediocre,twenty,awards,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre twenty awards., good,0.8722771351734007
243,unitlike,0,mediocre,twenty,meals,adj-ambig,num-num,noun-unit_like,Luis took in a mediocre twenty meals., bad,0.4310086459713578
244,unitlike,0,unsatisfying,three,pages,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying three pages., good,0.9657671938211262
245,unitlike,0,unsatisfying,three,acts,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying three acts., good,0.9582041821047576
246,unitlike,0,unsatisfying,three,paragraphs,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying three paragraphs., good,0.890302697971444
247,unitlike,0,unsatisfying,three,awards,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying three awards., good,0.9848789901466964
248,unitlike,0,unsatisfying,three,meals,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying three meals., good,0.9052833774873297
249,unitlike,0,unsatisfying,five,pages,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying five pages., good,0.9706178116547276
250,unitlike,0,unsatisfying,five,acts,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying five acts., good,0.9623484372613172
251,unitlike,0,unsatisfying,five,paragraphs,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying five paragraphs., good,0.8443575134008391
252,unitlike,0,unsatisfying,five,awards,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying five awards., good,0.9872337290845645
253,unitlike,0,unsatisfying,five,meals,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying five meals., good,0.9194520998379633
254,unitlike,0,unsatisfying,twenty,pages,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying twenty pages., good,0.966100504747456
255,unitlike,0,unsatisfying,twenty,acts,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying twenty acts., good,0.6885266529109194
256,unitlike,0,unsatisfying,twenty,paragraphs,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying twenty paragraphs., good,0.8400075492355363
257,unitlike,0,unsatisfying,twenty,awards,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying twenty awards., good,0.9326368669736251
258,unitlike,0,unsatisfying,twenty,meals,adj-ambig,num-num,noun-unit_like,Luis took in an unsatisfying twenty meals., good,0.7475193034779212
259,unitlike,0,lovely,three,pages,adj-pos,num-num,noun-unit_like,Luis took in a lovely three pages., bad,0.42259323759404344
260,unitlike,0,lovely,three,acts,adj-pos,num-num,noun-unit_like,Luis took in a lovely three acts., good,0.7243351205511265
261,unitlike,0,lovely,three,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a lovely three paragraphs., bad,0.36415928810125675
262,unitlike,0,lovely,three,awards,adj-pos,num-num,noun-unit_like,Luis took in a lovely three awards., good,0.8829809259739461
263,unitlike,0,lovely,three,meals,adj-pos,num-num,noun-unit_like,Luis took in a lovely three meals., bad,0.35727783507683875
264,unitlike,0,lovely,five,pages,adj-pos,num-num,noun-unit_like,Luis took in a lovely five pages., good,0.5544197542373429
265,unitlike,0,lovely,five,acts,adj-pos,num-num,noun-unit_like,Luis took in a lovely five acts., good,0.6010460650778983
266,unitlike,0,lovely,five,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a lovely five paragraphs., bad,0.26513649169453746
267,unitlike,0,lovely,five,awards,adj-pos,num-num,noun-unit_like,Luis took in a lovely five awards., good,0.9503352366035144
268,unitlike,0,lovely,five,meals,adj-pos,num-num,noun-unit_like,Luis took in a lovely five meals., good,0.5857574400060713
269,unitlike,0,lovely,twenty,pages,adj-pos,num-num,noun-unit_like,Luis took in a lovely twenty pages., good,0.8319229588370243
270,unitlike,0,lovely,twenty,acts,adj-pos,num-num,noun-unit_like,Luis took in a lovely twenty acts., bad,0.3903517942120247
271,unitlike,0,lovely,twenty,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a lovely twenty paragraphs., bad,0.407746567342667
272,unitlike,0,lovely,twenty,awards,adj-pos,num-num,noun-unit_like,Luis took in a lovely twenty awards., good,0.8513850372771765
273,unitlike,0,lovely,twenty,meals,adj-pos,num-num,noun-unit_like,Luis took in a lovely twenty meals., bad,0.4294677032634109
274,unitlike,0,beautiful,three,pages,adj-pos,num-num,noun-unit_like,Luis took in a beautiful three pages., bad,0.03141334817202446
275,unitlike,0,beautiful,three,acts,adj-pos,num-num,noun-unit_like,Luis took in a beautiful three acts., bad,0.07501161286761937
276,unitlike,0,beautiful,three,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a beautiful three paragraphs., bad,0.06987936854065102
277,unitlike,0,beautiful,three,awards,adj-pos,num-num,noun-unit_like,Luis took in a beautiful three awards., bad,0.0360876483209861
278,unitlike,0,beautiful,three,meals,adj-pos,num-num,noun-unit_like,Luis took in a beautiful three meals., bad,0.011580553169476815
279,unitlike,0,beautiful,five,pages,adj-pos,num-num,noun-unit_like,Luis took in a beautiful five pages., bad,0.20674423422648214
280,unitlike,0,beautiful,five,acts,adj-pos,num-num,noun-unit_like,Luis took in a beautiful five acts., bad,0.16099889879925033
281,unitlike,0,beautiful,five,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a beautiful five paragraphs., bad,0.028036028921154865
282,unitlike,0,beautiful,five,awards,adj-pos,num-num,noun-unit_like,Luis took in a beautiful five awards., bad,0.10524754002823067
283,unitlike,0,beautiful,five,meals,adj-pos,num-num,noun-unit_like,Luis took in a beautiful five meals., bad,0.01167931802482014
284,unitlike,0,beautiful,twenty,pages,adj-pos,num-num,noun-unit_like,Luis took in a beautiful twenty pages., bad,0.5008842568866818
285,unitlike,0,beautiful,twenty,acts,adj-pos,num-num,noun-unit_like,Luis took in a beautiful twenty acts., bad,0.15965247292828888
286,unitlike,0,beautiful,twenty,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a beautiful twenty paragraphs., bad,0.10807674758743546
287,unitlike,0,beautiful,twenty,awards,adj-pos,num-num,noun-unit_like,Luis took in a beautiful twenty awards., bad,0.13517951899558522
288,unitlike,0,beautiful,twenty,meals,adj-pos,num-num,noun-unit_like,Luis took in a beautiful twenty meals., bad,0.08435460809300854
289,unitlike,0,enchanting,three,pages,adj-pos,num-num,noun-unit_like,Luis took in an enchanting three pages., good,0.9675259429684755
290,unitlike,0,enchanting,three,acts,adj-pos,num-num,noun-unit_like,Luis took in an enchanting three acts., good,0.9831525418162617
291,unitlike,0,enchanting,three,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in an enchanting three paragraphs., good,0.9264529843353095
292,unitlike,0,enchanting,three,awards,adj-pos,num-num,noun-unit_like,Luis took in an enchanting three awards., good,0.992124652330786
293,unitlike,0,enchanting,three,meals,adj-pos,num-num,noun-unit_like,Luis took in an enchanting three meals., good,0.938035682176076
294,unitlike,0,enchanting,five,pages,adj-pos,num-num,noun-unit_like,Luis took in an enchanting five pages., good,0.9687721200260354
295,unitlike,0,enchanting,five,acts,adj-pos,num-num,noun-unit_like,Luis took in an enchanting five acts., good,0.9823165865715141
296,unitlike,0,enchanting,five,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in an enchanting five paragraphs., good,0.8708161096196257
297,unitlike,0,enchanting,five,awards,adj-pos,num-num,noun-unit_like,Luis took in an enchanting five awards., good,0.9965958323618886
298,unitlike,0,enchanting,five,meals,adj-pos,num-num,noun-unit_like,Luis took in an enchanting five meals., good,0.97072575132739
299,unitlike,0,enchanting,twenty,pages,adj-pos,num-num,noun-unit_like,Luis took in an enchanting twenty pages., good,0.9897309930194448
300,unitlike,0,enchanting,twenty,acts,adj-pos,num-num,noun-unit_like,Luis took in an enchanting twenty acts., good,0.978559349924699
301,unitlike,0,enchanting,twenty,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in an enchanting twenty paragraphs., good,0.9600152838211078
302,unitlike,0,enchanting,twenty,awards,adj-pos,num-num,noun-unit_like,Luis took in an enchanting twenty awards., good,0.9954224450873691
303,unitlike,0,enchanting,twenty,meals,adj-pos,num-num,noun-unit_like,Luis took in an enchanting twenty meals., good,0.9175679975760921
304,unitlike,0,soothing,three,pages,adj-pos,num-num,noun-unit_like,Luis took in a soothing three pages., good,0.9467700733958698
305,unitlike,0,soothing,three,acts,adj-pos,num-num,noun-unit_like,Luis took in a soothing three acts., good,0.9036800212883236
306,unitlike,0,soothing,three,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a soothing three paragraphs., good,0.8848126688465037
307,unitlike,0,soothing,three,awards,adj-pos,num-num,noun-unit_like,Luis took in a soothing three awards., good,0.982646737741195
308,unitlike,0,soothing,three,meals,adj-pos,num-num,noun-unit_like,Luis took in a soothing three meals., good,0.8513693038270652
309,unitlike,0,soothing,five,pages,adj-pos,num-num,noun-unit_like,Luis took in a soothing five pages., good,0.9622208190741167
310,unitlike,0,soothing,five,acts,adj-pos,num-num,noun-unit_like,Luis took in a soothing five acts., good,0.9045406619397236
311,unitlike,0,soothing,five,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a soothing five paragraphs., good,0.7230875293812058
312,unitlike,0,soothing,five,awards,adj-pos,num-num,noun-unit_like,Luis took in a soothing five awards., good,0.9878983234676577
313,unitlike,0,soothing,five,meals,adj-pos,num-num,noun-unit_like,Luis took in a soothing five meals., good,0.7615861355827916
314,unitlike,0,soothing,twenty,pages,adj-pos,num-num,noun-unit_like,Luis took in a soothing twenty pages., good,0.9882725242583127
315,unitlike,0,soothing,twenty,acts,adj-pos,num-num,noun-unit_like,Luis took in a soothing twenty acts., good,0.8866052191380333
316,unitlike,0,soothing,twenty,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a soothing twenty paragraphs., good,0.7936975576978259
317,unitlike,0,soothing,twenty,awards,adj-pos,num-num,noun-unit_like,Luis took in a soothing twenty awards., good,0.9822490556098735
318,unitlike,0,soothing,twenty,meals,adj-pos,num-num,noun-unit_like,Luis took in a soothing twenty meals., good,0.6541075967713063
319,unitlike,0,charming,three,pages,adj-pos,num-num,noun-unit_like,Luis took in a charming three pages., good,0.8695883067197184
320,unitlike,0,charming,three,acts,adj-pos,num-num,noun-unit_like,Luis took in a charming three acts., good,0.9234592924103302
321,unitlike,0,charming,three,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a charming three paragraphs., good,0.8193699809044539
322,unitlike,0,charming,three,awards,adj-pos,num-num,noun-unit_like,Luis took in a charming three awards., good,0.9848953826090261
323,unitlike,0,charming,three,meals,adj-pos,num-num,noun-unit_like,Luis took in a charming three meals., bad,0.26456471457696185
324,unitlike,0,charming,five,pages,adj-pos,num-num,noun-unit_like,Luis took in a charming five pages., good,0.8759789657806105
325,unitlike,0,charming,five,acts,adj-pos,num-num,noun-unit_like,Luis took in a charming five acts., good,0.7731427324710856
326,unitlike,0,charming,five,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a charming five paragraphs., good,0.6570852581783271
327,unitlike,0,charming,five,awards,adj-pos,num-num,noun-unit_like,Luis took in a charming five awards., good,0.9972621580441176
328,unitlike,0,charming,five,meals,adj-pos,num-num,noun-unit_like,Luis took in a charming five meals., good,0.737633972233561
329,unitlike,0,charming,twenty,pages,adj-pos,num-num,noun-unit_like,Luis took in a charming twenty pages., good,0.9427933701784386
330,unitlike,0,charming,twenty,acts,adj-pos,num-num,noun-unit_like,Luis took in a charming twenty acts., good,0.6809277108060934
331,unitlike,0,charming,twenty,paragraphs,adj-pos,num-num,noun-unit_like,Luis took in a charming twenty paragraphs., good,0.8100746298034968
332,unitlike,0,charming,twenty,awards,adj-pos,num-num,noun-unit_like,Luis took in a charming twenty awards., good,0.9746704218507036
333,unitlike,0,charming,twenty,meals,adj-pos,num-num,noun-unit_like,Luis took in a charming twenty meals., good,0.5764910869597991
